,name_method,num_global_heads,d_model,num_local_heads,d_head,sequence_len,flops,params,non_embed_params,test_flops,train_flops
289,gfish,6,512,8,64,512,36.316154112,185659882,48310288,36.316154112,109.13353714190045
290,gfish,6,512,8,64,1024,80.400992,185659882,48310288,80.400992,241.08697937276142
291,gfish,6,512,8,64,2048,196.029402624,185659882,48310288,196.029402624,588.5444296434788
292,gfish,6,512,8,64,4096,527.066148864,185659882,48310288,527.066148864,1578.3545853256044
293,gfish,6,512,8,64,8192,1589.887314432,185659882,48310288,1589.887314432,4785.464653990212
294,gfish,6,1024,8,128,128,21.160612864,400377322,125945872,21.160612864,63.32728547707286
295,gfish,6,1024,8,128,256,42.500425984,400377322,125945872,42.500425984,127.16589359521917
296,gfish,6,1024,8,128,512,87.196531712,400377322,125945872,87.196531712,262.3026153900037
297,gfish,6,1024,8,128,1024,188.98290688,400377322,125945872,188.98290688,566.494337525063
298,gfish,6,1024,8,128,2048,444.672154624,400377322,125945872,444.672154624,1338.477774942199
299,gfish,6,1024,8,128,4096,1144.406610944,400377322,125945872,1144.406610944,3428.908492649399
300,gfish,6,1024,8,128,8192,3299.873713152,400377322,125945872,3299.873713152,9875.263451457651
301,gfish,6,2048,8,256,128,57.324251136,917892586,369297424,57.324251136,172.56342789897354
302,gfish,6,2048,8,256,256,114.947382528,917892586,369297424,114.947382528,343.8131603412726
303,gfish,6,2048,8,256,512,234.05364352,917892586,369297424,234.05364352,700.2572495618831
304,gfish,6,2048,8,256,1024,496.345849856,917892586,369297424,496.345849856,1491.0945214397648
305,gfish,6,2048,8,256,2048,1122.314285056,917892586,369297424,1122.314285056,3372.318830106082
306,gfish,6,2048,8,256,4096,2739.784787968,917892586,369297424,2739.784787968,8201.42025323999
307,gfish,6,2048,8,256,8192,7442.36101632,917892586,369297424,7442.36101632,22399.036926835004
308,gfish,6,4096,8,512,128,174.748844288,2305244650,1208322064,174.748844288,522.4300127548771
309,gfish,6,4096,8,512,256,350.038008832,2305244650,1208322064,350.038008832,1046.7384939081205
310,gfish,6,4096,8,512,512,708.150893568,2305244650,1208322064,708.150893568,2131.7843473726425
311,gfish,6,4096,8,512,1024,1471.848988672,2305244650,1208322064,1471.848988672,4418.246420024839
312,gfish,6,4096,8,512,2048,3199.265051648,2305244650,1208322064,3199.265051648,9605.786585465989
313,gfish,6,4096,8,512,4096,7373.490153472,2305244650,1208322064,7373.490153472,22155.035318315688
314,gfish,6,4096,8,512,8192,18611.953645568,2305244650,1208322064,18611.953645568,55733.59414137854
315,gfish,8,256,8,32,128,3.990974336,89835754,21027088,3.990974336,11.93431947545425
316,gfish,8,256,8,32,256,8.112609536,89835754,21027088,8.112609536,24.33275624944814
317,gfish,8,256,8,32,512,17.117854208,89835754,21027088,17.117854208,51.244701805718805
318,gfish,8,256,8,32,1024,39.26043008,89835754,21027088,39.26043008,118.02282229533785
319,gfish,8,256,8,32,2048,100.692088576,89835754,21027088,100.692088576,302.91588710509353
320,gfish,8,256,8,32,4096,287.175525376,89835754,21027088,287.175525376,858.8395792347658
321,gfish,8,256,8,32,8192,915.203264768,89835754,21027088,915.203264768,2747.401911018754
322,gfish,8,512,8,64,128,9.022168064,187757290,50407696,9.022168064,27.09057345779742
323,gfish,8,512,8,64,256,18.238644992,187757290,50407696,18.238644992,54.643442617841096
324,gfish,8,512,8,64,512,37.9938048,187757290,50407696,37.9938048,114.29808937720219
325,gfish,8,512,8,64,1024,84.966511104,187757290,50407696,84.966511104,255.52777708252
326,gfish,8,512,8,64,2048,209.990111744,187757290,50407696,209.990111744,631.5846115428947
327,gfish,8,512,8,64,4096,574.351050752,187757290,50407696,574.351050752,1717.1463084772458
328,gfish,8,512,8,64,8192,1761.6870528,187757290,50407696,1761.6870528,5303.000839368581
329,gfish,8,1024,8,128,128,22.305588992,408766186,134334736,22.305588992,66.76318470632474
330,gfish,8,1024,8,128,256,44.932686848,408766186,134334736,44.932686848,134.8089473488545
331,gfish,8,1024,8,128,512,92.632207872,408766186,134334736,92.632207872,278.0700445635641
332,gfish,8,1024,8,128,1024,202.129276928,408766186,134334736,202.129276928,605.1508225995993
333,gfish,8,1024,8,128,2048,480.109765632,408766186,134334736,480.109765632,1439.4848254398642
334,gfish,8,1024,8,128,4096,1251.781316608,408766186,134334736,1251.781316608,3766.810163631526
335,gfish,8,1024,8,128,8192,3660.173059072,408766186,134334736,3660.173059072,10966.12257658768
336,gfish,8,2048,8,256,128,61.757652736,951447274,402852112,61.757652736,184.97822833166913
337,gfish,8,2048,8,256,256,124.090894336,951447274,402852112,124.090894336,371.06888838832725
338,gfish,8,2048,8,256,512,253.450221568,951447274,402852112,253.450221568,761.7735195925048
339,gfish,8,2048,8,256,1024,539.56602368,951447274,402852112,539.56602368,1623.7389360324928
340,gfish,8,2048,8,256,2048,1226.507503616,951447274,402852112,1226.507503616,3677.6008025947335
341,gfish,8,2048,8,256,4096,3018.958708736,951447274,402852112,3018.958708736,9056.705366177051
342,gfish,8,2048,8,256,8192,8284.018792448,951447274,402852112,8284.018792448,24915.166028281215
343,gfish,8,4096,8,512,128,192.200907776,2439462634,1342540048,192.200907776,578.4265046419047
344,gfish,8,4096,8,512,256,385.488124416,2439462634,1342540048,385.488124416,1160.2865014428128
345,gfish,8,4096,8,512,512,781.225479168,2439462634,1342540048,781.225479168,2336.5194208496505
346,gfish,8,4096,8,512,1024,1626.7403776,2439462634,1342540048,1626.7403776,4876.2802549855005
347,gfish,8,4096,8,512,2048,3543.936700416,2439462634,1342540048,3543.936700416,10650.125970084666
348,gfish,8,4096,8,512,4096,8201.940934656,2439462634,1342540048,8201.940934656,24660.14881481292
349,gfish,8,4096,8,512,8192,20828.645142528,2439462634,1342540048,20828.645142528,62490.174629929345
